month_date,month,room_type,listing_count,host_count,active_listing_count,avg_daily_rate_mean,avg_daily_rate_median,occupancy_mean,revenue_mean,revenue_median,revpar_mean,star_rating_mean,superhost_share,latitude_mean,longitude_mean
2022-03-01,2022-03,entire_home,314,285,279,218.38407643312104,169.9,0.49199044585987267,3428.1783439490446,2562.0,110.58639819190468,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2022-03-01,2022-03,hotel_room,5,5,5,319.14,165.8,0.4452,2732.2,3790.0,88.13548387096773,4.7,0.25,40.739730800000004,-73.9828358
2022-03-01,2022-03,private_room,244,220,217,95.22336065573771,67.6,0.485577868852459,1380.02868852459,1176.0,44.51705446853517,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2022-03-01,2022-03,shared_room,10,9,7,53.29,36.65,0.43550000000000005,797.5,292.5,25.725806451612904,4.6987499999999995,0.375,40.722976,-73.917182
2022-04-01,2022-04,entire_home,314,285,282,230.09299363057323,175.95,0.5767675159235669,4200.15923566879,3311.0,140.0053078556263,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2022-04-01,2022-04,hotel_room,5,5,5,338.52,227.9,0.6266,4183.8,3991.0,139.45999999999998,4.7,0.25,40.739730800000004,-73.9828358
2022-04-01,2022-04,private_room,244,220,216,99.51024590163935,69.19999999999999,0.5579385245901639,1625.6516393442623,1459.5,54.18838797814208,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2022-04-01,2022-04,shared_room,10,9,7,54.42,37.15,0.51,768.5,688.5,25.616666666666664,4.6987499999999995,0.375,40.722976,-73.917182
2022-05-01,2022-05,entire_home,273,246,242,256.06410256410254,190.6,0.5581941391941392,4662.2307692307695,3452.0,150.39454094292805,4.738844621513945,0.315018315018315,40.72149580919414,-73.95154892553113
2022-05-01,2022-05,hotel_room,4,4,4,413.375,273.25,0.6935,11487.25,7487.0,370.55645161290323,4.7,0.25,40.748163500000004,-73.97429475
2022-05-01,2022-05,private_room,209,189,183,112.34354066985645,75.1,0.5063923444976076,1704.8803827751196,1492.0,54.99614137984257,4.659943181818182,0.22966507177033493,40.733132030095696,-73.93778780650717
2022-05-01,2022-05,shared_room,7,6,4,62.84285714285715,43.8,0.38242857142857145,831.5714285714286,0.0,26.82488479262673,4.682,0.42857142857142855,40.70751428571429,-73.89014714285715
2022-06-01,2022-06,entire_home,441,400,391,250.34648526077098,196.6,0.6799682539682539,5062.34693877551,4485.0,168.74489795918367,4.730558510638298,0.28798185941043086,40.726713522199546,-73.94441141517007
2022-06-01,2022-06,hotel_room,4,4,4,402.5,253.1,0.7665,11216.75,7145.0,373.89166666666665,4.7,0.25,40.748163500000004,-73.97429475
2022-06-01,2022-06,private_room,304,273,270,123.01809210526316,80.55000000000001,0.6098651315789474,2210.7697368421054,1848.0,73.69232456140351,4.666040816326531,0.24013157894736842,40.730889159440785,-73.93669335049341
2022-06-01,2022-06,shared_room,7,6,4,65.0,45.1,0.37614285714285717,770.0,0.0,25.66666666666666,4.682,0.42857142857142855,40.70751428571429,-73.89014714285715
2022-07-01,2022-07,entire_home,441,400,400,255.2278911564626,198.8,0.6485941043083899,4955.133786848072,4599.0,159.8430253821959,4.730558510638298,0.28798185941043086,40.726713522199546,-73.94441141517007
2022-07-01,2022-07,hotel_room,4,4,4,394.9,237.60000000000002,0.52425,7008.5,4161.5,226.0806451612903,4.7,0.25,40.748163500000004,-73.97429475
2022-07-01,2022-07,private_room,304,273,272,121.28289473684211,86.6,0.560891447368421,2077.6875,1697.5,67.02217741935483,4.666040816326531,0.24013157894736842,40.730889159440785,-73.93669335049341
2022-07-01,2022-07,shared_room,7,6,5,67.98571428571428,50.2,0.4238571428571429,955.0,660.0,30.806451612903228,4.682,0.42857142857142855,40.70751428571429,-73.89014714285715
2022-08-01,2022-08,entire_home,441,400,403,242.05192743764172,192.3,0.6256848072562359,4516.433106575963,3979.0,145.69139053470852,4.730558510638298,0.28798185941043086,40.726713522199546,-73.94441141517007
2022-08-01,2022-08,hotel_room,4,4,4,371.175,191.25,0.2985,1680.5,520.5,54.20967741935484,4.7,0.25,40.748163500000004,-73.97429475
2022-08-01,2022-08,private_room,304,273,274,114.73717105263158,83.3,0.538828947368421,1860.029605263158,1545.5,60.00095500848896,4.666040816326531,0.24013157894736842,40.730889159440785,-73.93669335049341
2022-08-01,2022-08,shared_room,7,6,6,62.6,42.6,0.39171428571428574,810.0,578.0,26.129032258064516,4.682,0.42857142857142855,40.70751428571429,-73.89014714285715
2022-09-01,2022-09,entire_home,441,400,399,249.33378684807255,198.1,0.6374126984126984,4703.907029478458,4137.0,156.79690098261528,4.730558510638298,0.28798185941043086,40.726713522199546,-73.94441141517007
2022-09-01,2022-09,hotel_room,4,4,4,438.675,325.1,0.33325,3410.75,1552.0,113.69166666666668,4.7,0.25,40.748163500000004,-73.97429475
2022-09-01,2022-09,private_room,304,273,273,129.78519736842105,84.55,0.5617302631578948,2091.9276315789475,1748.0,69.73092105263159,4.666040816326531,0.24013157894736842,40.730889159440785,-73.93669335049341
2022-09-01,2022-09,shared_room,7,6,6,66.17142857142858,54.4,0.4905714285714286,898.2857142857143,1057.0,29.942857142857143,4.682,0.42857142857142855,40.70751428571429,-73.89014714285715
