month_date,month,room_type,listing_count,host_count,active_listing_count,avg_daily_rate_mean,avg_daily_rate_median,occupancy_mean,revenue_mean,revenue_median,revpar_mean,star_rating_mean,superhost_share,latitude_mean,longitude_mean
2021-11-01,2021-11,entire_home,314,285,259,221.0343949044586,170.25,0.563375796178344,3538.6560509554142,2922.5,117.9552016985138,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2021-11-01,2021-11,hotel_room,5,5,4,313.41999999999996,198.0,0.3866,2232.8,1871.0,74.42666666666666,4.7,0.25,40.739730800000004,-73.9828358
2021-11-01,2021-11,private_room,244,220,199,98.54344262295082,69.1,0.581577868852459,1637.6803278688524,1433.5,54.58934426229508,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2021-11-01,2021-11,shared_room,10,9,7,55.23,35.05,0.41669999999999996,825.1,194.0,27.50333333333333,4.6987499999999995,0.375,40.722976,-73.917182
2021-12-01,2021-12,entire_home,314,285,262,236.30541401273882,176.8,0.5369649681528662,3986.643312101911,2997.5,128.60139716457775,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2021-12-01,2021-12,hotel_room,5,5,4,331.28000000000003,208.1,0.632,6937.8,3761.0,223.8,4.7,0.25,40.739730800000004,-73.9828358
2021-12-01,2021-12,private_room,244,220,200,101.04959016393443,69.95,0.5158483606557377,1605.1352459016393,1307.5,51.77855631940772,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2021-12-01,2021-12,shared_room,10,9,7,60.14,39.55,0.44830000000000003,1058.8,350.0,34.15483870967742,4.6987499999999995,0.375,40.722976,-73.917182
2022-01-01,2022-01,entire_home,314,285,267,218.46401273885348,163.85000000000002,0.4037484076433121,2789.496815286624,1011.5,89.9837682350524,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2022-01-01,2022-01,hotel_room,5,5,4,300.5,117.5,0.34199999999999997,1196.0,0.0,38.58064516129032,4.7,0.25,40.739730800000004,-73.9828358
2022-01-01,2022-01,private_room,244,220,207,90.16967213114755,67.75,0.3821844262295082,1010.4631147540983,549.0,32.5955843469064,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2022-01-01,2022-01,shared_room,10,9,7,57.92,42.099999999999994,0.2581,545.9,190.5,17.60967741935484,4.6987499999999995,0.375,40.722976,-73.917182
2022-02-01,2022-02,entire_home,314,285,276,215.84426751592358,161.05,0.40661146496815287,2440.707006369427,1240.5,87.16810737033667,4.729350180505415,0.3154121863799283,40.72178932133758,-73.9526307194586
2022-02-01,2022-02,hotel_room,5,5,5,308.38,131.8,0.4,1752.8,1994.0,62.6,4.7,0.25,40.739730800000004,-73.9828358
2022-02-01,2022-02,private_room,244,220,213,89.875,66.19999999999999,0.406733606557377,952.2704918032787,629.0,34.00966042154567,4.662030456852792,0.22624434389140272,40.73195086823771,-73.93867442245902
2022-02-01,2022-02,shared_room,10,9,7,53.9,39.5,0.4572,769.9,406.5,27.496428571428567,4.6987499999999995,0.375,40.722976,-73.917182
