month_date,month,zip_code,listing_count,host_count,active_listing_count,avg_daily_rate_mean,avg_daily_rate_median,occupancy_mean,revenue_mean,revenue_median,revpar_mean,star_rating_mean,superhost_share,latitude_mean,longitude_mean
2021-03-01,2021-03,10044,3,3,1,376.8666666666666,126.4,0.3333333333333333,9464.333333333334,0.0,305.3010752688172,4.67,0.3333333333333333,40.760086666666666,-73.95121666666667
2021-03-01,2021-03,10045,1,1,1,94.6,94.6,0.452,1370.0,1370.0,44.193548387096776,4.71,0.0,40.70486,-74.00576
2021-03-01,2021-03,10069,1,1,0,619.3,619.3,0.0,0.0,0.0,0.0,3.75,0.0,40.77527,-73.99011
2021-03-01,2021-03,10107,1,1,0,196.8,196.8,0.0,0.0,0.0,0.0,4.38,0.0,40.7645,-73.9836
2021-03-01,2021-03,10128,1,1,0,674.2,674.2,0.0,0.0,0.0,0.0,4.67,0.0,40.78216,-73.94821
2021-03-01,2021-03,10129,1,1,1,288.2,288.2,1.0,8933.0,8933.0,288.16129032258067,4.9,1.0,40.78758,-73.95257
2021-03-01,2021-03,10155,1,1,1,108.9,108.9,0.452,1528.0,1528.0,49.29032258064516,5.0,0.0,40.76106,-73.95926
2021-03-01,2021-03,10158,1,1,0,267.7,267.7,0.0,0.0,0.0,0.0,,0.0,40.74462,-73.972
2021-03-01,2021-03,10199,2,2,1,160.64999999999998,160.64999999999998,0.5,3211.5,3211.5,103.5967741935484,,0.0,40.755915,-73.99759
2021-03-01,2021-03,10205,1,1,1,59.2,59.2,0.806,1478.0,1478.0,47.67741935483871,4.57,0.0,40.8027,-73.96358
2021-03-01,2021-03,10278,1,1,0,111.9,111.9,0.0,0.0,0.0,0.0,4.9,1.0,40.71321,-73.99935
2021-03-01,2021-03,10280,2,2,1,223.35,223.35,0.387,1957.5,1957.5,63.14516129032258,4.31,0.0,40.70622,-74.016425
2021-03-01,2021-03,10301,2,2,1,117.6,117.6,0.5,1846.5,1846.5,59.56451612903226,4.869999999999999,1.0,40.63852,-74.085395
2021-03-01,2021-03,10302,1,1,0,40.5,40.5,0.0,0.0,0.0,0.0,4.7,,40.63752,-74.13386
2021-03-01,2021-03,10304,1,1,0,55.3,55.3,0.0,0.0,0.0,0.0,4.91,1.0,40.62120169,-74.08557973
2021-03-01,2021-03,10305,1,1,1,89.2,89.2,1.0,2765.0,2765.0,89.19354838709677,4.82,1.0,40.62575,-74.1195
2021-03-01,2021-03,10306,2,2,1,91.35,91.35,0.5,2239.0,2239.0,72.2258064516129,4.84,1.0,40.56875,-74.11469
2021-03-01,2021-03,10451,2,2,2,43.95,43.95,0.984,1341.0,1341.0,43.258064516129025,4.795,0.5,40.82434000000001,-73.91858500000001
2021-03-01,2021-03,10452,1,1,1,205.0,205.0,1.0,6354.0,6354.0,204.96774193548387,4.33,0.0,40.83311,-73.92787
2021-03-01,2021-03,10457,1,1,1,52.6,52.6,0.581,949.0,949.0,30.61290322580645,4.67,0.0,40.84391,-73.90523
2021-03-01,2021-03,10458,1,1,1,56.6,56.6,0.903,1588.0,1588.0,51.2258064516129,5.0,0.0,40.87002,-73.88255
2021-03-01,2021-03,10460,1,1,1,255.8,255.8,1.0,7929.0,7929.0,255.7741935483871,4.43,0.0,40.83775,-73.86856
2021-03-01,2021-03,10461,3,3,2,73.39999999999999,71.1,0.5483333333333333,1484.3333333333333,1402.0,47.88172043010752,4.88,0.3333333333333333,40.84738333333333,-73.84764
2021-03-01,2021-03,10466,3,3,3,95.66666666666667,79.8,0.828,2170.3333333333335,2218.0,70.01075268817205,4.736666666666667,0.3333333333333333,40.891850000000005,-73.84793
2021-03-01,2021-03,10467,1,1,1,67.7,67.7,1.0,2100.0,2100.0,67.74193548387096,5.0,0.0,40.88217,-73.86785
2021-03-01,2021-03,10468,1,1,1,37.4,37.4,1.0,1159.0,1159.0,37.38709677419355,4.46,0.0,40.85847,-73.90205
2021-03-01,2021-03,10469,2,2,1,52.55,52.55,0.5,760.0,760.0,24.516129032258064,4.665,0.0,40.872119999999995,-73.84547
2021-03-01,2021-03,10470,1,1,1,72.3,72.3,1.0,2242.0,2242.0,72.3225806451613,,1.0,40.8968,-73.85751
2021-03-01,2021-03,10471,1,1,1,130.4,130.4,1.0,4042.0,4042.0,130.38709677419354,,,40.90839,-73.89851
2021-03-01,2021-03,10473,1,1,1,46.1,46.1,1.0,1430.0,1430.0,46.12903225806452,4.76,1.0,40.81065,-73.85338
2021-03-01,2021-03,11101,10,10,6,105.02000000000001,67.1,0.4452,1343.9,807.0,43.351612903225806,4.837777777777777,0.1,40.75613,-73.92618200000001
2021-03-01,2021-03,11102,3,3,2,78.73333333333333,61.3,0.6666666666666666,1199.6666666666667,1698.0,38.69892473118279,4.175,0.0,40.77027666666667,-73.92516333333333
2021-03-01,2021-03,11104,1,1,0,81.0,81.0,0.0,0.0,0.0,0.0,5.0,,40.74592,-73.91461
2021-03-01,2021-03,11105,3,3,2,204.4,61.0,0.49433333333333335,3317.6666666666665,1406.0,107.02150537634408,4.8500000000000005,0.3333333333333333,40.77245720333334,-73.89931782000001
2021-03-01,2021-03,11106,1,1,0,498.7,498.7,0.0,0.0,0.0,0.0,5.0,,40.76386,-73.9275
2021-03-01,2021-03,11109,5,4,3,165.57999999999998,189.7,0.4516,2231.2,1513.0,71.97419354838709,4.894,0.0,40.740222,-73.95383799999999
2021-03-01,2021-03,11201,2,2,1,95.95,95.95,0.5,1116.5,1116.5,36.016129032258064,4.93,0.0,40.703019999999995,-73.98492
2021-03-01,2021-03,11203,4,4,4,120.475,100.25,0.91925,3267.0,3107.5,105.38709677419354,4.66,0.25,40.650259999999996,-73.9393925
2021-03-01,2021-03,11204,2,2,1,92.89999999999999,92.89999999999999,0.5,568.0,568.0,18.32258064516129,4.775,0.0,40.61068,-73.97948
2021-03-01,2021-03,11205,4,4,0,135.8,107.4,0.0,0.0,0.0,0.0,4.903333333333333,0.0,40.692965,-73.968395
2021-03-01,2021-03,11206,6,6,2,125.23333333333335,104.3,0.3333333333333333,2428.6666666666665,0.0,78.34408602150536,4.83,0.0,40.704528333333336,-73.94414666666667
2021-03-01,2021-03,11207,9,9,5,113.96666666666667,67.8,0.5592222222222222,1790.6666666666667,1593.0,57.763440860215056,4.6466666666666665,0.125,40.687731111111106,-73.91945888888888
2021-03-01,2021-03,11208,9,9,6,127.5,139.6,0.5985555555555556,2593.222222222222,1547.0,83.65232974910394,4.715714285714285,0.3333333333333333,40.68218888888889,-73.90270666666667
2021-03-01,2021-03,11209,2,2,2,57.1,57.1,1.0,1769.5,1769.5,57.08064516129032,4.6899999999999995,0.0,40.626435,-74.02277000000001
2021-03-01,2021-03,11210,5,5,3,99.66,94.9,0.38079999999999997,1106.8,1044.0,35.70322580645161,4.686,0.2,40.636642,-73.95046199999999
2021-03-01,2021-03,11211,17,17,13,129.69411764705885,120.1,0.6963529411764706,2534.0,2127.0,81.74193548387096,4.6625000000000005,0.2,40.71492800882353,-73.95445387000001
2021-03-01,2021-03,11212,3,3,1,171.6,187.3,0.3333333333333333,1935.6666666666667,0.0,62.44086021505376,4.346666666666667,0.0,40.65984521,-73.90979377333333
2021-03-01,2021-03,11213,12,12,9,141.725,135.65,0.7392500000000001,3194.25,2478.0,103.04032258064517,4.591818181818182,0.36363636363636365,40.67170468,-73.94242680166667
2021-03-01,2021-03,11215,8,8,6,180.65,197.45,0.6815,3652.375,3894.5,117.81854838709677,4.9075,0.3333333333333333,40.668835,-73.984155
2021-03-01,2021-03,11216,6,6,2,154.46666666666667,138.8,0.3333333333333333,1309.1666666666667,0.0,42.23118279569892,4.888333333333333,0.8333333333333334,40.68452833333333,-73.953355
2021-03-01,2021-03,11217,3,3,3,130.23333333333335,149.3,0.742,2721.6666666666665,2992.0,87.79569892473118,4.95,0.3333333333333333,40.68544333333333,-73.97717
2021-03-01,2021-03,11218,6,6,3,198.45000000000002,152.2,0.5,2803.5,2051.5,90.43548387096774,4.91,0.0,40.65287333333333,-73.98005166666667
2021-03-01,2021-03,11220,3,2,2,95.76666666666667,76.6,0.43,1001.6666666666666,630.0,32.31182795698925,4.406666666666666,0.0,40.64488,-74.00702
2021-03-01,2021-03,11221,27,25,13,110.9074074074074,89.4,0.46355555555555555,1746.7777777777778,43.0,56.34767025089606,4.599583333333333,0.18518518518518517,40.6886643,-73.94102687703703
2021-03-01,2021-03,11222,12,10,6,112.0,98.15,0.49733333333333335,1622.4166666666667,982.0,52.336021505376344,4.83,0.16666666666666666,40.72716033333334,-73.95195158333333
2021-03-01,2021-03,11224,2,2,0,557.55,557.55,0.0,0.0,0.0,0.0,5.0,1.0,40.61334,-73.988235
2021-03-01,2021-03,11225,1,1,0,100.9,100.9,0.0,0.0,0.0,0.0,4.5,0.0,40.66162,-73.96177
2021-03-01,2021-03,11226,7,7,6,138.4,136.3,0.8525714285714285,3905.4285714285716,3661.0,125.9815668202765,4.875,0.3333333333333333,40.64784442714286,-73.9567670342857
2021-03-01,2021-03,11229,2,2,1,129.8,129.8,0.5,2450.5,2450.5,79.04838709677419,4.3149999999999995,0.0,40.60474,-73.957725
2021-03-01,2021-03,11231,3,3,2,162.16666666666666,177.4,0.6236666666666667,3428.0,4786.0,110.58064516129032,4.946666666666666,0.6666666666666666,40.68312,-73.99802
2021-03-01,2021-03,11232,2,2,2,105.35,105.35,1.0,3266.5,3266.5,105.37096774193549,5.0,0.0,40.647165,-73.99877000000001
2021-03-01,2021-03,11233,26,26,17,134.36153846153846,105.95,0.5595769230769231,2077.3076923076924,1655.0,67.00992555831266,4.72608695652174,0.34782608695652173,40.67927737692308,-73.92805356923077
2021-03-01,2021-03,11234,4,4,3,129.725,116.05,0.75,3107.0,2285.0,100.2258064516129,4.715,0.25,40.63050025,-73.92214594
2021-03-01,2021-03,11235,6,6,6,102.16666666666667,98.25,0.8011666666666667,2529.0,2545.5,81.58064516129032,4.788333333333333,0.5,40.629661666666664,-73.95588166666667
2021-03-01,2021-03,11236,5,5,5,129.2,95.4,0.8838000000000001,3393.0,2184.0,109.45161290322582,4.798,0.25,40.644128,-73.90158
2021-03-01,2021-03,11237,18,18,12,111.6222222222222,92.55,0.5895555555555556,2173.3888888888887,1746.0,70.10931899641577,4.749333333333333,0.21428571428571427,40.69854111111111,-73.92501111111112
2021-03-01,2021-03,11238,5,5,3,155.06,120.4,0.5936,3416.4,2286.0,110.20645161290322,4.9875,0.2,40.687264000000006,-73.967476
2021-03-01,2021-03,11239,1,1,1,159.8,159.8,1.0,4955.0,4955.0,159.83870967741936,,,40.65927,-73.88745
2021-03-01,2021-03,11242,1,1,0,179.8,179.8,0.0,0.0,0.0,0.0,,,40.69105,-73.98681
2021-03-01,2021-03,11249,6,6,2,194.73333333333335,182.15,0.3333333333333333,2190.0,0.0,70.64516129032258,4.858,1.0,40.709851666666665,-73.96346666666666
2021-03-01,2021-03,11251,1,1,1,84.5,84.5,1.0,2619.0,2619.0,84.48387096774194,4.67,0.0,40.69605,-73.97616
2021-03-01,2021-03,11354,2,2,1,130.4,130.4,0.4675,1883.0,1883.0,60.74193548387097,4.955,0.0,40.75896,-73.82737499999999
2021-03-01,2021-03,11355,2,2,1,67.0,67.0,0.258,447.5,447.5,14.435483870967742,4.61,0.5,40.75154,-73.83233
2021-03-01,2021-03,11356,1,1,1,372.6,372.6,0.935,10838.0,10838.0,349.61290322580646,4.94,0.0,40.78365,-73.8381
2021-03-01,2021-03,11361,1,1,0,77.5,77.5,0.0,0.0,0.0,0.0,4.87,0.0,40.77015,-73.77251
2021-03-01,2021-03,11364,1,1,0,435.7,435.7,0.0,0.0,0.0,0.0,4.88,0.0,40.73158,-73.78746
2021-03-01,2021-03,11368,7,6,3,39.08571428571429,37.5,0.41014285714285714,500.0,0.0,16.129032258064516,4.762499999999999,0.42857142857142855,40.752742857142856,-73.86729285714286
2021-03-01,2021-03,11369,1,1,1,52.3,52.3,0.613,951.0,951.0,30.677419354838708,5.0,0.0,40.76366,-73.86133
2021-03-01,2021-03,11370,1,1,1,122.0,122.0,1.0,3783.0,3783.0,122.03225806451611,4.53,0.0,40.75118,-73.89498
2021-03-01,2021-03,11372,4,4,3,50.775,46.849999999999994,0.71775,1077.0,1178.0,34.74193548387097,4.5275,0.0,40.7541325,-73.884075
2021-03-01,2021-03,11373,3,2,1,58.56666666666666,34.9,0.23666666666666666,827.6666666666666,0.0,26.698924731182796,4.453333333333333,0.3333333333333333,40.74327333333333,-73.89639666666666
2021-03-01,2021-03,11374,3,3,3,137.83333333333334,138.0,0.7633333333333333,3392.0,4279.0,109.41935483870968,4.383333333333334,0.3333333333333333,40.72361,-73.86144999999999
2021-03-01,2021-03,11375,1,1,0,66.1,66.1,0.0,0.0,0.0,0.0,4.78,1.0,40.7118,-73.85371
2021-03-01,2021-03,11377,8,6,3,49.425,42.95,0.375,559.75,0.0,18.056451612903224,4.4275,0.3333333333333333,40.7436575,-73.9102175
2021-03-01,2021-03,11378,1,1,0,52.9,52.9,0.0,0.0,0.0,0.0,4.67,1.0,40.72112,-73.90475
2021-03-01,2021-03,11385,5,4,4,109.2,113.5,0.458,1879.6,1207.0,60.63225806451612,4.586,0.2,40.70028,-73.898266
2021-03-01,2021-03,11411,2,2,1,84.05000000000001,84.05000000000001,0.4675,1697.0,1697.0,54.74193548387097,4.6850000000000005,0.5,40.688125,-73.75766
2021-03-01,2021-03,11412,1,1,1,249.7,249.7,1.0,7741.0,7741.0,249.70967741935485,4.56,0.0,40.67754,-73.7807
2021-03-01,2021-03,11417,1,1,1,191.1,191.1,1.0,5923.0,5923.0,191.06451612903223,4.95,1.0,40.67666,-73.83688
2021-03-01,2021-03,11418,1,1,1,43.6,43.6,0.935,1262.0,1262.0,40.70967741935484,4.47,0.0,40.6998,-73.90908
2021-03-01,2021-03,11420,1,1,0,65.9,65.9,0.0,0.0,0.0,0.0,5.0,0.0,40.67839,-73.82206
2021-03-01,2021-03,11422,1,1,1,96.5,96.5,0.903,2699.0,2699.0,87.06451612903226,4.89,1.0,40.66557,-73.75661
2021-03-01,2021-03,11426,1,1,1,75.7,75.7,1.0,2346.0,2346.0,75.6774193548387,5.0,1.0,40.72703,-73.71439
2021-03-01,2021-03,11429,1,1,1,102.1,102.1,1.0,3166.0,3166.0,102.12903225806453,4.38,0.0,40.7068,-73.74808
2021-03-01,2021-03,11433,1,1,1,48.6,48.6,0.968,1452.0,1452.0,46.83870967741935,4.58,0.0,40.69912,-73.78687
2021-03-01,2021-03,11434,7,7,5,95.88571428571429,69.5,0.6635714285714285,1492.4285714285713,1751.0,48.142857142857146,4.753333333333333,0.3333333333333333,40.681045327142854,-73.78205513428573
2021-03-01,2021-03,11435,1,1,1,147.2,147.2,1.0,4562.0,4562.0,147.16129032258064,,0.0,40.69107,-73.80709
2021-03-01,2021-03,11691,1,1,0,153.5,153.5,0.0,0.0,0.0,0.0,4.79,1.0,40.6059,-73.75189
2021-03-01,2021-03,11692,1,1,1,161.8,161.8,0.742,3819.0,3819.0,123.19354838709675,4.86,0.0,40.5943,-73.79492
2021-03-01,2021-03,11694,1,1,1,45.9,45.9,0.645,923.0,923.0,29.774193548387096,4.93,,40.57857,-73.83918
2021-04-01,2021-04,10001,11,10,8,127.46363636363635,114.6,0.44236363636363635,1504.090909090909,948.0,50.13636363636363,4.4772727272727275,0.125,40.747899090909094,-73.99189454545454
2021-04-01,2021-04,10002,19,15,14,170.23684210526315,127.9,0.6596315789473683,3736.0,3209.0,124.53333333333333,4.684166666666667,0.4375,40.7189780431579,-73.98983399894736
2021-04-01,2021-04,10003,1,1,0,300.2,300.2,0.0,0.0,0.0,0.0,4.86,0.0,40.73238,-73.995
2021-04-01,2021-04,10004,1,1,1,56.0,56.0,0.467,793.0,793.0,26.433333333333334,2.25,0.0,40.70591,-74.00607
2021-04-01,2021-04,10005,2,2,1,617.8,617.8,0.5165,4084.5,4084.5,136.15,,0.0,40.706990000000005,-74.009525
2021-04-01,2021-04,10006,1,1,0,174.9,174.9,0.0,0.0,0.0,0.0,5.0,0.0,40.70887,-74.01284
2021-04-01,2021-04,10007,2,2,1,244.8,244.8,0.55,3180.5,3180.5,106.01666666666667,4.96,0.0,40.714235,-74.007365
2021-04-01,2021-04,10009,9,9,4,168.47777777777776,174.6,0.40744444444444444,1629.888888888889,0.0,54.329629629629636,4.662857142857143,0.16666666666666666,40.72713531111111,-73.98186234333333
2021-04-01,2021-04,10010,3,3,0,121.56666666666666,117.0,0.03333333333333333,144.33333333333334,133.0,4.811111111111111,4.3500000000000005,0.0,40.74081666666667,-73.98352999999999
2021-04-01,2021-04,10011,6,6,4,213.66666666666666,204.95,0.6445,4138.5,4553.5,137.95,4.758,0.2,40.74134453166667,-73.99929344499999
2021-04-01,2021-04,10012,7,5,5,424.8428571428571,212.3,0.7142857142857143,11588.857142857143,6368.0,386.29523809523806,4.7871428571428565,0.6666666666666666,40.72400714285714,-73.99740857142856
2021-04-01,2021-04,10013,3,2,1,126.30000000000001,120.9,0.3333333333333333,1898.0,0.0,63.26666666666667,4.656666666666667,0.0,40.71799,-74.00117
2021-04-01,2021-04,10014,6,6,4,260.06666666666666,183.60000000000002,0.65,5508.833333333333,4439.5,183.62777777777777,4.776000000000001,0.3333333333333333,40.732463333333335,-74.00392000000001
2021-04-01,2021-04,10016,8,6,6,144.8,140.2,0.641625,2096.625,2235.5,69.8875,4.826666666666667,0.125,40.744333749999996,-73.9780225
2021-04-01,2021-04,10017,4,4,2,271.175,212.55,0.30825,1813.75,1552.0,60.45833333333334,4.975,0.0,40.7529956,-73.97238612
2021-04-01,2021-04,10018,6,5,5,128.25,108.35,0.8333333333333334,3557.6666666666665,3249.5,118.58888888888889,4.445,0.16666666666666666,40.756278333333334,-73.99483666666667
2021-04-01,2021-04,10019,19,19,16,300.4263157894737,247.9,0.6842105263157895,5919.789473684211,4821.0,197.32631578947368,4.528235294117647,0.16666666666666666,40.76175789473684,-73.9860152631579
2021-04-01,2021-04,10021,6,6,2,149.70000000000002,149.95,0.3,958.1666666666666,0.0,31.938888888888897,4.76,0.4,40.768480000000004,-73.95851666666667
2021-04-01,2021-04,10022,4,4,3,179.225,154.2,0.70825,2830.25,2772.5,94.34166666666667,4.65,0.0,40.7572275,-73.9686025
2021-04-01,2021-04,10023,2,2,2,115.10000000000001,115.10000000000001,0.7,2272.0,2272.0,75.73333333333333,4.865,0.0,40.777785,-73.984385
2021-04-01,2021-04,10024,2,2,1,179.95,179.95,0.5,2397.0,2397.0,79.9,4.925000000000001,0.5,40.78779,-73.971215
2021-04-01,2021-04,10025,8,7,7,89.5125,66.2,0.829125,2054.0,1749.5,68.46666666666667,4.724285714285714,0.2,40.797587838750005,-73.96639263125
2021-04-01,2021-04,10026,7,7,3,102.17142857142858,92.0,0.35714285714285715,1384.5714285714287,0.0,46.15238095238095,4.867142857142857,0.3333333333333333,40.802460409999995,-73.95490114714286
2021-04-01,2021-04,10027,3,3,0,277.0,251.2,0.0,0.0,0.0,0.0,4.725,0.3333333333333333,40.80633,-73.94951666666667
2021-04-01,2021-04,10028,2,2,2,312.2,312.2,0.9665,8864.0,8864.0,295.46666666666664,4.835,1.0,40.77715,-73.955625
2021-04-01,2021-04,10029,1,1,1,88.7,88.7,1.0,2660.0,2660.0,88.66666666666667,4.86,0.0,40.78654,-73.94254
2021-04-01,2021-04,10030,4,4,2,139.25,122.1,0.19175,693.0,157.0,23.1,4.702500000000001,0.0,40.8159575,-73.94166
2021-04-01,2021-04,10031,9,9,4,79.71111111111111,64.4,0.42966666666666664,1250.5555555555557,203.0,41.68518518518518,4.60625,0.0,40.82315737666667,-73.95153314333334
2021-04-01,2021-04,10032,7,7,1,143.70000000000002,72.7,0.14285714285714285,457.7142857142857,0.0,15.257142857142856,4.812,0.5,40.837173421428574,-73.94131428857143
2021-04-01,2021-04,10033,1,1,1,120.7,120.7,1.0,3621.0,3621.0,120.7,5.0,1.0,40.84946,-73.94053
2021-04-01,2021-04,10034,4,4,2,103.425,35.6,0.5,534.5,489.5,17.816666666666666,4.94,0.0,40.8664,-73.9219825
2021-04-01,2021-04,10035,12,12,7,186.96666666666667,120.0,0.4666666666666666,2600.4166666666665,729.5,86.68055555555554,4.726666666666667,0.5833333333333334,40.7729486475,-73.95677492916667
2021-04-01,2021-04,10036,18,16,11,192.7111111111111,183.35,0.6000000000000001,3455.777777777778,3398.0,115.19259259259259,4.591875,0.29411764705882354,40.76053888888889,-73.99091166666668
2021-04-01,2021-04,10037,2,2,2,81.65,81.65,0.7335,2148.0,2148.0,71.6,4.8100000000000005,1.0,40.810635000000005,-73.9387
2021-04-01,2021-04,10038,5,4,2,113.25999999999999,94.8,0.25339999999999996,1842.2,0.0,61.40666666666667,4.41,0.0,40.706128,-74.00606
2021-04-01,2021-04,10039,2,2,2,42.45,42.45,0.9335,1174.5,1174.5,39.15,4.234999999999999,0.0,40.819155,-73.94083499999999
2021-04-01,2021-04,10040,8,8,6,121.175,104.7,0.704125,2912.75,2631.0,97.09166666666667,4.78375,0.5714285714285714,40.83380005375,-73.94358336125
2021-04-01,2021-04,10041,1,1,1,107.6,107.6,0.4,1391.0,1391.0,46.36666666666667,4.63,0.0,40.70447,-74.00565
